thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,Instructions.stopped,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004984400000012101,0.024903799999947296,7.005073700000025,,,,,,,,,,,,,,SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
0,0,0,[-0.18375],[-0.28125],[1],[0],[0],[1.632484599999998],['target'],0,0,0,0,7.204088299999967,,,,,10,7.060562799999957,7.204088299999967,7.204088299999967,0.06025379999994129,8.693485200000055,[-0.18375],[-0.28125],[1],[0],[0],[1.632484599999998],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
1,0,1,[-0.47125],[-0.46625],[1],[0],[0],[1.2646960000000718],['target'],1,0,1,0,8.715403599999945,,,,,5,8.706579300000044,8.715403599999945,8.715403599999945,0.012891899999999623,9.971599399999945,[-0.47125],[-0.46625],[1],[0],[0],[1.2646960000000718],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
2,0,2,[-0.2125],[-0.30375],[1],[0],[0],[1.0702592000000095],['target'],2,0,2,0,10.00372040000002,,,,,5,9.98357390000001,10.00372040000002,10.00372040000002,0.011839999999892825,11.054121699999996,[-0.2125],[-0.30375],[1],[0],[0],[1.0702592000000095],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
3,0,3,[0.295],[0.12125],[1],[0],[0],[1.1203784999999016],['target'],3,0,3,0,11.085790599999996,,,,,5,11.066546900000048,11.085790599999996,11.085790599999996,0.01229379999995217,12.187283900000011,[0.295],[0.12125],[1],[0],[0],[1.1203784999999016],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
4,0,4,[0.01125],[-0.33875],[1],[0],[0],[1.4023618999999599],['target'],4,0,4,0,12.218634199999997,,,,,5,12.200126400000045,12.218634199999997,12.218634199999997,0.012708200000020042,13.602849399999968,[0.01125],[-0.33875],[1],[0],[0],[1.4023618999999599],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
5,0,5,[-0.2075],[-0.42],[1],[0],[0],[1.369996399999991],['target'],5,0,5,0,13.634487499999977,,,,,5,13.615302400000019,13.634487499999977,13.634487499999977,0.012311800000020412,14.985724300000015,[-0.2075],[-0.42],[1],[0],[0],[1.369996399999991],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
6,0,6,[0.4025],[0.32625],[1],[0],[0],[1.320797500000026],['target'],6,0,6,0,15.017757800000027,,,,,5,14.997627999999963,15.017757800000027,15.017757800000027,0.011765699999955359,16.318772399999943,[0.4025],[0.32625],[1],[0],[0],[1.320797500000026],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
7,0,7,[0.205],[0.46125],[1],[0],[0],[2.2174893999999767],['target'],7,0,7,0,16.349701500000037,,,,,5,16.33389269999998,16.349701500000037,16.349701500000037,0.014920299999971576,18.55174169999998,[0.205],[0.46125],[1],[0],[0],[2.2174893999999767],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
8,0,8,[-0.0675],[-0.03875],[1],[0],[0],[1.1855073000000402],['target'],8,0,8,0,18.582820800000036,,,,,5,18.565015399999993,18.582820800000036,18.582820800000036,0.013151600000014696,19.750929100000008,[-0.0675],[-0.03875],[1],[0],[0],[1.1855073000000402],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
9,0,9,[0.435],[0.095],[1],[0],[0],[1.8053871999999274],['target'],9,0,9,0,19.790280100000018,,,,,10,19.777511799999957,19.790280100000018,19.790280100000018,0.02632260000007136,21.58329189999995,[0.435],[0.095],[1],[0],[0],[1.8053871999999274],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
10,0,10,[-0.44],[-0.28125],[1],[0],[0],[1.7084247999999889],['target'],10,0,10,0,21.62048130000005,,,,,10,21.60739149999995,21.62048130000005,21.62048130000005,0.023923200000012912,23.316158299999984,[-0.44],[-0.28125],[1],[0],[0],[1.7084247999999889],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
11,0,11,[0.115],[-0.2225],[1],[0],[0],[1.2758456000000251],['target'],11,0,11,0,23.35338139999999,,,,,10,23.340133000000037,23.35338139999999,23.35338139999999,0.02382039999997687,24.61639649999995,[0.115],[-0.2225],[1],[0],[0],[1.2758456000000251],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
12,0,12,[-0.34375],[0.39375],[1],[0],[0],[1.7186515999999301],['target'],12,0,12,0,24.647872699999994,,,,,5,24.62903510000001,24.647872699999994,24.647872699999994,0.012480099999947925,26.348009400000024,[-0.34375],[0.39375],[1],[0],[0],[1.7186515999999301],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
13,0,13,[0.3075],[0.40875],[1],[0],[0],[1.2027481999999736],['target'],13,0,13,0,26.379709299999945,,,,,5,26.360646299999985,26.379709299999945,26.379709299999945,0.01250619999996161,27.563699100000008,[0.3075],[0.40875],[1],[0],[0],[1.2027481999999736],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
14,0,14,[0.215],[-0.01],[1],[0],[0],[1.5372078000000329],['target'],14,0,14,0,27.595373699999982,,,,,5,27.576111399999945,27.595373699999982,27.595373699999982,0.012285300000030475,29.11368779999998,[0.215],[-0.01],[1],[0],[0],[1.5372078000000329],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
15,0,15,[-0.30375],[0.3175],[1],[0],[0],[1.4838957999999138],['target'],15,0,15,0,29.14439500000003,,,,,5,29.128713500000003,29.14439500000003,29.14439500000003,0.014849500000082116,30.61296379999999,[-0.30375],[0.3175],[1],[0],[0],[1.4838957999999138],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
16,0,16,[0.12125],[-0.4325],[1],[0],[0],[1.5027122999999847],['target'],16,0,16,0,30.644535700000006,,,,,5,30.625659799999994,30.644535700000006,30.644535700000006,0.012546399999905589,32.12872679999998,[0.12125],[-0.4325],[1],[0],[0],[1.5027122999999847],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
17,0,17,[-0.315],[-0.1725],[1],[0],[0],[2.3740174999999226],['target'],17,0,17,0,32.16626180000003,,,,,10,32.15286279999998,32.16626180000003,32.16626180000003,0.024004199999922093,34.527358100000015,[-0.315],[-0.1725],[1],[0],[0],[2.3740174999999226],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
18,0,18,[0.29125],[-0.30375],[1],[0],[0],[1.5022524999999405],['target'],18,0,18,0,34.55871909999996,,,,,5,34.54097660000002,34.55871909999996,34.55871909999996,0.013459399999987909,36.043583499999954,[0.29125],[-0.30375],[1],[0],[0],[1.5022524999999405],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
19,0,19,[-0.21875],[0.475],[1],[0],[0],[1.7365749999999025],['target'],19,0,19,0,36.07531510000001,,,,,5,36.056001599999945,36.07531510000001,36.07531510000001,0.012259500000027401,37.792930299999966,[-0.21875],[0.475],[1],[0],[0],[1.7365749999999025],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
20,0,20,[0.48875],[-0.13625],[1],[0],[0],[1.7676784999999882],['target'],20,0,20,0,37.82544299999995,,,,,5,37.80793870000002,37.82544299999995,37.82544299999995,0.01484189999996488,39.575995199999966,[0.48875],[-0.13625],[1],[0],[0],[1.7676784999999882],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
21,0,21,[-0.265],[0.01875],[1],[0],[0],[1.2528317999999672],['target'],21,0,21,0,39.6075816,,,,,5,39.58835339999996,39.6075816,39.6075816,0.012228999999933876,40.84154950000004,[-0.265],[0.01875],[1],[0],[0],[1.2528317999999672],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
22,0,22,[-0.41625],[-0.01375],[1],[0],[0],[1.4536448000000064],['target'],22,0,22,0,40.874173799999994,,,,,5,40.85350070000004,40.874173799999994,40.874173799999994,0.011816500000009,42.30749400000002,[-0.41625],[-0.01375],[1],[0],[0],[1.4536448000000064],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
23,0,23,[0.445],[0.12875],[1],[0],[0],[1.6233247999999776],['target'],23,0,23,0,42.347009999999955,,,,,10,42.3332762,42.347009999999955,42.347009999999955,0.025615299999913077,43.95691020000004,[0.445],[0.12875],[1],[0],[0],[1.6233247999999776],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
24,0,24,[-0.3775],[0.1125],[1],[0],[0],[1.350698399999942],['target'],24,0,24,0,43.98854819999997,,,,,5,43.9718441,43.98854819999997,43.98854819999997,0.014726300000006631,45.32293430000004,[-0.3775],[0.1125],[1],[0],[0],[1.350698399999942],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
25,0,25,[-0.04625],[-0.0675],[1],[0],[0],[1.7083884999999555],['target'],25,0,25,0,45.36033859999998,,,,,10,45.34700150000003,45.36033859999998,45.36033859999998,0.023934000000053857,47.055792999999994,[-0.04625],[-0.0675],[1],[0],[0],[1.7083884999999555],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
26,0,26,[0.41625],[-0.065],[1],[0],[0],[1.5992532999999867],['target'],26,0,26,0,47.086599399999955,,,,,5,47.071587499999964,47.086599399999955,47.086599399999955,0.015578599999912512,48.6712536,[0.41625],[-0.065],[1],[0],[0],[1.5992532999999867],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
27,0,27,[0.22],[0.225],[1],[0],[0],[1.792579499999988],['target'],27,0,27,0,48.70754299999999,,,,,10,48.69477840000002,48.70754299999999,48.70754299999999,0.02338509999992766,50.4877262,[0.22],[0.225],[1],[0],[0],[1.792579499999988],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
28,0,28,[0.11],[0.445],[1],[0],[0],[1.3250590000000102],['target'],28,0,28,0,50.525465199999985,,,,,10,50.512105399999996,50.525465199999985,50.525465199999985,0.02421270000002096,51.83757230000003,[0.11],[0.445],[1],[0],[0],[1.3250590000000102],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
29,0,29,[-0.14625],[0.44625],[1],[0],[0],[2.3187553000000207],['target'],29,0,29,0,51.868536199999994,,,,,5,51.84984589999999,51.868536199999994,51.868536199999994,0.012112800000068091,54.16895239999997,[-0.14625],[0.44625],[1],[0],[0],[2.3187553000000207],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
30,0,30,[-0.245],[0.41375],[1],[0],[0],[1.9535615999999436],['target'],30,0,30,0,54.20020699999998,,,,,5,54.18114990000004,54.20020699999998,54.20020699999998,0.012057099999992715,56.13501289999999,[-0.245],[0.41375],[1],[0],[0],[1.9535615999999436],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
31,0,31,[0.165],[0.385],[1],[0],[0],[1.7538007000000562],['target'],31,0,31,0,56.18335420000005,,,,,10,56.16292599999997,56.18335420000005,56.18335420000005,0.027795100000048478,57.91711459999999,[0.165],[0.385],[1],[0],[0],[1.7538007000000562],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
32,0,32,[-0.5],[0.43125],[1],[0],[0],[1.975876200000016],['target'],32,0,32,0,57.95335769999997,,,,,10,57.94081040000003,57.95335769999997,57.95335769999997,0.02354600000001028,59.91700249999997,[-0.5],[0.43125],[1],[0],[0],[1.975876200000016],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
33,0,33,[0.4675],[0.285],[1],[0],[0],[2.389978299999939],['target'],33,0,33,0,59.95399039999995,,,,,10,59.94162210000002,59.95399039999995,59.95399039999995,0.024462399999947593,62.33195909999995,[0.4675],[0.285],[1],[0],[0],[2.389978299999939],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
34,0,34,[0.155],[0.47],[1],[0],[0],[1.143213400000036],['target'],34,0,34,0,62.3681603,,,,,10,62.3553531,62.3681603,62.3681603,0.023229700000001685,63.49892990000001,[0.155],[0.47],[1],[0],[0],[1.143213400000036],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
35,0,35,[0.485],[-0.365],[1],[0],[0],[2.3881388999999444],['target'],35,0,35,0,63.53989230000002,,,,,10,63.52551159999996,63.53989230000002,63.53989230000002,0.02638349999995171,65.91406729999994,[0.485],[-0.365],[1],[0],[0],[2.3881388999999444],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
36,0,36,[-0.48],[-0.45125],[1],[0],[0],[2.3087831999999935],['target'],36,0,36,0,65.95073479999996,,,,,10,65.93808149999995,65.95073479999996,65.95073479999996,0.0238493000000517,68.24723200000005,[-0.48],[-0.45125],[1],[0],[0],[2.3087831999999935],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
37,0,37,[0.245],[-0.3375],[1],[0],[0],[1.7828832000000148],['target'],37,0,37,0,68.27788009999995,,,,,5,68.262608,68.27788009999995,68.27788009999995,0.015161700000021483,70.04590540000004,[0.245],[-0.3375],[1],[0],[0],[1.7828832000000148],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
38,0,38,[0.09625],[0.29125],[1],[0],[0],[1.707627699999989],['target'],38,0,38,0,70.0824427,,,,,10,70.06989190000002,70.0824427,70.0824427,0.023845800000003692,71.77784180000003,[0.09625],[0.29125],[1],[0],[0],[1.707627699999989],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
39,0,39,[0.06],[0.12625],[1],[0],[0],[1.6763543999999229],['target'],39,0,39,0,71.81430030000001,,,,,10,71.80086779999999,71.81430030000001,71.81430030000001,0.022862099999997554,73.47752969999999,[0.06],[0.12625],[1],[0],[0],[1.6763543999999229],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
40,0,40,[-0.01],[-0.19875],[1],[0],[0],[1.2037867000000233],['target'],40,0,40,0,73.50825759999998,,,,,5,73.48951799999998,73.50825759999998,73.50825759999998,0.01183220000007168,74.69359220000001,[-0.01],[-0.19875],[1],[0],[0],[1.2037867000000233],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
41,0,41,[-0.01],[-0.29],[1],[0],[0],[1.0539077999999336],['target'],41,0,41,0,74.72461309999994,,,,,5,74.7059769,74.72461309999994,74.72461309999994,0.012255999999979394,75.76019480000002,[-0.01],[-0.29],[1],[0],[0],[1.0539077999999336],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
42,0,42,[-0.2025],[0.42625],[1],[0],[0],[1.6333867999999256],['target'],42,0,42,0,75.7909482,,,,,5,75.77506419999997,75.7909482,75.7909482,0.014687399999957051,77.4087376,[-0.2025],[0.42625],[1],[0],[0],[1.6333867999999256],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
43,0,43,[0.37625],[-0.425],[1],[0],[0],[1.7877991000000293],['target'],43,0,43,0,77.44094689999997,,,,,5,77.4207735,77.44094689999997,77.44094689999997,0.011911000000054628,79.20893520000004,[0.37625],[-0.425],[1],[0],[0],[1.7877991000000293],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
44,0,44,[-0.15],[0.46125],[1],[0],[0],[2.035638400000039],['target'],44,0,44,0,79.23930919999998,,,,,5,79.22106929999995,79.23930919999998,79.23930919999998,0.012000899999975445,81.25710119999997,[-0.15],[0.46125],[1],[0],[0],[2.035638400000039],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
45,0,45,[-0.15875],[-0.3125],[1],[0],[0],[1.4364846999999372],['target'],45,0,45,0,81.28884900000003,,,,,5,81.27108999999996,81.28884900000003,81.28884900000003,0.013818199999946046,82.7080651,[-0.15875],[-0.3125],[1],[0],[0],[1.4364846999999372],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
46,0,46,[0.07125],[-0.39625],[1],[0],[0],[1.299250200000074],['target'],46,0,46,0,82.73808589999999,,,,,5,82.72389169999997,82.73808589999999,82.73808589999999,0.015637299999980314,84.02356110000005,[0.07125],[-0.39625],[1],[0],[0],[1.299250200000074],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
47,0,47,[-0.42],[0.295],[1],[0],[0],[2.005544299999997],['target'],47,0,47,0,84.06457699999999,,,,,10,84.04957060000004,84.06457699999999,84.06457699999999,0.02582940000002054,86.05545749999999,[-0.42],[0.295],[1],[0],[0],[2.005544299999997],['target'],SK,2024-10-10_07h16.09.125,visualsearchtask,2024.2.1,59.942766646416935,2024-10-10 07h16.24.757143 +0530,
