word,category,thisN,thisTrialN,thisRepN,textbox.text,button_2.numClicks,button_2.timesOn,button_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,phase1.started,instruction1.started,key_resp_2.started,phase1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,semantic_processing.started,fixation.started,textbox.started,button_2.started,fixation.stopped,semantic_processing.stopped,trials.textbox.text,trials.button_2.numClicks,trials.button_2.timesOn,trials.button_2.timesOff,phase2.started,instruction2.started,key_resp.started,phase2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,recalltest.started,textbox_2.started,button.started,recalltest.stopped,textbox_2.text,button.numClicks,button.timesOn,button.timesOff,thankyou.started,thankyoutext.started,thankyou.stopped,participant,age,school,sex,condition,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.004437999974470586,0.0216340999759268,0.0216340999759268,2.8584831999905873,space,2.8185616999980994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
jar,noun,0,0,0, noun,1,[2.468611799995415],[2.468619999999646],0,0,0,4,2.8861635999928694,,,,,,,,,2.8716973999980837,2.8861635999928694,3.869518799998332,3.869518799998332,3.8884578999713995,6.338706399983494, noun,1,[2.468611799995415],[2.468619999999646],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
frying,verb,1,1,0,verb,1,[2.429898600006709],[2.429907000012463],0,1,1,15,6.354195799998706,,,,,,,,,6.341234899999108,6.354195799998706,7.354163299984066,7.354163299984066,7.354163299984066,9.784547199989902,verb,1,[2.429898600006709],[2.429907000012463],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
peeling,verb,2,2,0,verb,1,[1.832349799980875],[1.8323602000018582],0,2,2,19,9.800687899987679,,,,,,,,,9.786975699971663,9.800687899987679,10.800199899997097,10.800199899997097,10.800199899997097,12.633171499997843,verb,1,[1.832349799980875],[1.8323602000018582],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
ice tray,noun,3,3,0,noun,1,[2.382663299998967],[2.3826718000054825],0,3,3,10,12.648922099993797,,,,,,,,,12.635863199975574,12.648922099993797,13.648138599994127,13.648138599994127,13.648138599994127,16.03147469999385,noun,1,[2.382663299998967],[2.3826718000054825],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
microwave,noun,4,4,0,noun,1,[2.415007399977185],[2.4150154999806546],0,4,4,2,16.0473763999762,,,,,,,,,16.034187799989013,16.0473763999762,17.04768150000018,17.04768150000018,17.04768150000018,19.463325399992755,noun,1,[2.415007399977185],[2.4150154999806546],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
fruit basket,noun,5,5,0,noun,1,[2.4662441999826115],[2.466254500002833],0,5,5,11,19.47912889998406,,,,,,,,,19.46664279999095,19.47912889998406,20.478776299976744,20.478776299976744,20.478776299976744,22.94578919999185,noun,1,[2.4662441999826115],[2.466254500002833],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
garbage bin,noun,6,6,0,noun,1,[2.2821424000139814],[2.282152400002815],0,6,6,7,22.9612696999975,,,,,,,,,22.949380399979418,22.9612696999975,23.9610445999715,23.9610445999715,23.9610445999715,26.243933399993693,noun,1,[2.2821424000139814],[2.282152400002815],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
mashing,verb,7,7,0,verb,1,[2.132211100019049],[2.132219699997222],0,7,7,22,26.25987329997588,,,,,,,,,26.24674039997626,26.25987329997588,27.25952029999462,27.25952029999462,27.25952029999462,29.39240859998972,verb,1,[2.132211100019049],[2.132219699997222],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
dish soap,noun,8,8,0,noun,1,[2.0992469000048004],[2.0992569999943953],0,8,8,9,29.409184799995273,,,,,,,,,29.395405699993717,29.409184799995273,30.40817659997265,30.40817659997265,30.42474749998655,32.50804519999656,noun,1,[2.0992469000048004],[2.0992569999943953],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
whisking,verb,9,9,0,verb,1,[2.049629399989499],[2.049639599979855],0,9,9,18,32.52351539998199,,,,,,,,,32.51067059999332,32.52351539998199,33.50623619998805,33.50623619998805,33.52325089997612,35.55666229999042,verb,1,[2.049629399989499],[2.049639599979855],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
garnishing,verb,10,10,0,verb,1,[2.5158334000152536],[2.5158463999978267],0,10,10,21,35.57305139998789,,,,,,,,,35.559422099991934,35.57305139998789,36.57210149997263,36.57210149997263,36.57210149997263,39.088675999984844,verb,1,[2.5158334000152536],[2.5158463999978267],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
cooker,noun,11,11,0,noun,1,[2.715124999987893],[2.7151356000103988],0,11,11,3,39.10388839998632,,,,,,,,,39.092511999973794,39.10388839998632,40.10467459997744,40.10467459997744,40.10467459997744,42.820422599994345,noun,1,[2.715124999987893],[2.7151356000103988],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
knife,noun,12,12,0,noun,1,[2.2162005999998655],[2.2162150999938603],0,12,12,5,42.8356220999849,,,,,,,,,42.82304089999525,42.8356220999849,43.81903099999181,43.81903099999181,43.835263399989344,46.03604789997917,noun,1,[2.2162005999998655],[2.2162150999938603],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
grilling,verb,13,13,0,verb,1,[2.0829653999826405],[2.082980699982727],0,13,13,17,46.05129699999816,,,,,,,,,46.038686399988364,46.05129699999816,47.05041659998824,47.05041659998824,47.05041659998824,49.13423959998181,verb,1,[2.0829653999826405],[2.082980699982727],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
stove,noun,14,14,0,noun,1,[2.1986335000256076],[2.1986420000030193],0,14,14,0,49.149525999993784,,,,,,,,,49.136623699974734,49.149525999993784,50.149922699987656,50.149922699987656,50.149922699987656,52.349294199986616,noun,1,[2.1986335000256076],[2.1986420000030193],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
chopping,verb,15,15,0,verb,1,[2.049512400000822],[2.049520600005053],0,15,15,12,52.36472759998287,,,,,,,,,52.3517849999771,52.36472759998287,53.364314299979014,53.364314299979014,53.364314299979014,55.41452909997315,verb,1,[2.049512400000822],[2.049520600005053],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
baking,verb,16,16,0,verb,1,[1.833818400016753],[1.833827399997972],0,16,16,16,55.430031099996995,,,,,,,,,55.417145099985646,55.430031099996995,56.413980699988315,56.413980699988315,56.430021499982104,58.24861789998249,verb,1,[1.833818400016753],[1.833827399997972],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
bottle opener,noun,17,17,0,noun,1,[2.515803500020411],[2.5158124000008684],0,17,17,8,58.262447899993276,,,,,,,,,58.252468599996064,58.262447899993276,59.26211229999899,59.26211229999899,59.26211229999899,61.77854619998834,noun,1,[2.515803500020411],[2.5158124000008684],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
grating,verb,18,18,0,verb,1,[2.2157606999971904],[2.2157705000136048],0,18,18,20,61.79410979998647,,,,,,,,,61.781810099986615,61.79410979998647,62.77745669998694,62.77745669998694,62.794163999991724,64.99397359997965,verb,1,[2.2157606999971904],[2.2157705000136048],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
grinding,verb,19,19,0,verb,1,[2.115327099978458],[2.1153357999864966],0,19,19,23,65.00978959997883,,,,,,,,,64.99650339997606,65.00978959997883,66.00966559999506,66.00966559999506,66.00966559999506,68.12572809998528,verb,1,[2.115327099978458],[2.1153357999864966],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
rolling pin,noun,20,20,0,noun,1,[2.6819471000053454],[2.68195579998428],0,20,20,6,68.14163749999716,,,,,,,,,68.12874469999224,68.14163749999716,69.14170349997585,69.14170349997585,69.14170349997585,71.82440239997231,noun,1,[2.6819471000053454],[2.68195579998428],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
blending,verb,21,21,0,verb,1,[2.1984921999974176],[2.1985006000031717],0,21,21,13,71.83991139999125,,,,,,,,,71.82679449999705,71.83991139999125,72.84022299997741,72.84022299997741,72.84022299997741,75.03944909997517,verb,1,[2.1984921999974176],[2.1985006000031717],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
boiling,verb,22,22,0,verb,1,[2.1827074000029825],[2.1827172999910545],0,22,22,14,75.05514149999362,,,,,,,,,75.04187399998773,75.05514149999362,76.03808589998516,76.03808589998516,76.05546369997319,78.22160449999501,verb,1,[2.1827074000029825],[2.1827172999910545],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
refrigerator,noun,23,23,0,noun,1,[3.6489492999971844],[3.648959299986018],0,23,23,1,78.23722679997445,,,,,,,,,78.22442509999382,78.23722679997445,79.23638989997562,79.23638989997562,79.23638989997562,82.88611939997645,noun,1,[3.6489492999971844],[3.648959299986018],,,,,,,,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.88629769999534,82.90229239998735,82.90229239998735,88.10086579999188,space,5.183477000013227,None,,,,,,,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.10249669998302,88.11623739998322,88.11623739998322,178.11130140000023," ice tray, jar, rolling pin, stove, refrigerator, peeling, mashing, whisking, cooker",0,,,,,,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.11138379998738,178.12696699998924,181.1094564999803,384927,20,,,,2024-11-25_06h55.19.884,labsoloproject,2024.2.1,59.78737219566908,2024-11-25 06h55.39.882392 +0530,
